image,accident,action,action energy,active,adolescence,adult,adventure,agriculture,ailment,air,animal,architecture,armor,army,art,athlete,audience,balloon,basket,battle,beach,beautiful,bike,bird,blood,boat,boy,bright,building,business,butterfly,calamity,camp,campsite,canine,carnival,carriage,cart,cattle,cavalry,celebration,cemetery,ceremony,chair,child,circus,city,closeup,cloud,cold,color,competition,concert,costume,countryside,crowd,culture,cute,cyclist,dancing,daylight,decoration,design,desktop,disease,dog,drag race,dress,drum,editorial,education,effort,election,energy,enjoyment,entertainment,environment,equipment,event,exercise,exhibition,eye,face,fair weather,family,farm,farming,fashion,festival,field,figment,fish,fitness,flag,flight,flower,fly,flying,food,football,freedom,friendship,fun,game,gameplan (sports),garden,girl,gold,grass,grave,group,group together,gun,hand,happiness,hayfield,head,high,home,horizontal,hurry,illness,illustration,industry,injury,instrument,interaction,iron,kite,landscape,lawn,leader,leaf,leisure,lid,lifestyle,little,livestock,machine,machinery,mammal,man,many,marathon,market,meat,military,motion,movie,mud,music,musician,national,nature,no person,ocean,offense,offspring,old,one,outdoors,outfit,outside,painting,parade,park,party,people,performance,person,picnic,playground,police,portrait,print,public show,race,race (competition),rally,recreation,relaxation,religion,rescue,retro,rider,road,roll along,rope,royalty,runner,rural,rusty,school,sculpture,sea,seafood,seashore,season,seat,seated,ship,shop,sight,signal,signalise,singer,sit,skirmish,sky,snow,soccer,soil,soldier,son,space,spectator,sport,sports equipment,squad,stage,steel,stock,stone,strange,street,summer,sun,sword,symbol,teamwork,technology,tent,theater,toddler,togetherness,tourism,tourist,toy,track and field,traditional,transportation system,travel,tree,tropical,two,umbrella,uniform,vacation,vector,vehicle,veil,vertical,vintage,wagon,war,warrior,water,watercraft,weapon,wear,wheel,wild,wildlife,wind,wing,winter,woman,wood,wooden,young
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/19554727_10155798956623912_113799028821189064_n-small.jpg,,x,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,x,,,,x,,x,,,,,,x,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/19554754_10155798957063912_2647885632176725373_n-small.jpg,,x,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,x,,,,,,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/19554866_10155798956333912_5795299722510884423_n-small.jpg,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/19554874_10155798989763912_171885814959398188_n-small.jpg,,,x,x,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,x,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/19601395_10155798985198912_1803305185226019401_n-small.jpg,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,x,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,x,,,,,x,,,,x,,,,,,,x,,,,,,,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/DDKp_FNXUAAu_8A-small.jpg,,,,,,x,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,x,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,x,,,,,,x,x,,,,,,,x,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/DDKqCVGXkAAFepe-small.jpg,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,x,x,x,,x,,,,,,,,,,,,,,,,,,x,,,,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/DDKqFVHXkAEk-J6-small.jpg,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,x,,,,,,,,,,,,,x,,,,,,x,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,x,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/DDKqLmLW0AAbO5M-small.jpg,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/DDMmVktXcAQPBzz-small.jpg,,,,,,x,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,x,,,,x,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,x,,,,,,,x,,,x
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/DDMnwNKXcAEfKHV-small.jpg,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,x,,x,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,x,,,x,x,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/DDMnwNMW0AAcMYY-small.jpg,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,x,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/DDPjOJVXkAATWxN-small.jpg,,x,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,x,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/DDPjOLmXUAA2RKf-small.jpg,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,x,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/DDPjOMKXUAApUJD-small.jpg,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,x,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/DDPjOPEXcAA3-Mm-small.jpg,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,x,,,,,x,,x,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/DSC_0863-small.jpg,,,,,,,,,,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,x,,,,x,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/GOPR2388-small.jpg,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,x,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,x,,,,x,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/GOPR2390-small.jpg,,,,,,x,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/IMG_9295-small.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/IMG_9302-small.jpg,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,x,,,,,,x,,,,,,,x,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/IMG_9303-small.jpg,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,x,x,,,,,,,x,,,,,,x,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,x,,,,,,,,,,x,,,x
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/IMG_9304-small.jpg,,,,,,,,,,,x,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,x,,,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/IMG_9306-small.jpg,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,x,,,,,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,x,,,,,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/IMG_9308-small.jpg,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,x,,,,,x,x,x,,,,,,x,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/IMG_9310-small.jpg,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,x,,,,,,,,x,,,,,,x,x,,x,,,x,,x,,x,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,x
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/IMG_9311-small.jpg,,,,,,,,,,,x,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,x,,,,x,x,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/IMG_9313-small.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,x,x,,,,,,,,x,,,x,,,,,x,,,x,,,,,,,x,x,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/IMG_9315-small.jpg,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,x,x,,,,,,,x,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,x,,,,,,,x,,,
https://scripts.njae.me.uk/festive-road-pictures/small/2017/festival-of-giants-2017/IMG_9316-small.jpg,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,x,x,x,,,,,,,,,,,,,x,,,,,,,,x,,,,,
